Winner,White_Weighted_Value,Black_Weighted_Value,White_Centre_Weighted_Value,Black_Centre_Weighted_Value,White_King_Safety,Black_King_Safety,White_Piece_Count,Black_Piece_Count,White_Center_Piece_Count,Black_Center_Piece_Count,White_Opponent_Moves,Black_Opponent_Moves,White_Rook_Positions,White_Queen_Positions,White_Knight_Positions,White_King_Positions,White_Bishop_Positions,Black_Rook_Positions,Black_Queen_Positions,Black_Knight_Positions,Black_King_Positions,Black_Bishop_Positions
White,7,7,3,3,Y,N,7,7,3,3,0,0,0,0,0,0,0,0,0,0,0,0
White,22,21,8,8,Y,N,12,12,3,4,0,0,0,1,7,0,0,16,2,7,8,8
White,23,23,5,5,Y,N,13,13,3,3,0,0,0,0,1,0,14,16,8,15,8,8
Black,19,18,8,6,N,Y,11,11,3,4,0,0,0,0,0,0,0,0,0,0,0,0
Black,21,18,7,0,N,N,12,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Black,18,19,3,4,N,Y,10,11,2,2,0,0,0,0,0,0,0,0,0,0,0,0
White,16,13,4,5,Y,N,9,9,4,4,0,0,2,2,2,0,0,0,2,0,0,0
Black,14,15,2,3,N,Y,9,9,2,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,6,7,1,1,N,Y,3,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Black,15,15,7,2,N,Y,9,9,4,2,0,0,0,0,0,0,0,0,0,0,0,0
White,8,8,1,3,Y,N,6,6,1,3,0,0,0,0,0,0,0,0,0,0,0,0
Black,19,19,3,6,N,Y,11,11,2,3,0,0,0,0,0,0,0,0,0,0,0,0
Black,8,8,4,3,N,Y,6,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0
White,16,16,6,2,Y,N,9,10,3,1,0,0,18,5,0,0,0,26,0,0,8,13
Black,16,16,5,2,N,Y,10,10,4,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,25,26,3,6,N,Y,15,15,3,5,0,0,0,0,0,0,0,0,0,0,0,0
White,21,20,6,7,Y,N,12,11,2,3,1,0,6,6,0,5,0,10,1,8,7,3
Black,20,20,5,3,N,Y,11,11,2,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,19,21,5,11,N,Y,11,12,2,6,0,0,0,0,0,0,0,0,0,0,0,0
White,13,13,1,5,Y,N,8,9,1,3,0,0,0,0,0,0,1,8,0,8,5,1
Black,20,21,5,4,N,Y,12,12,4,3,0,0,0,0,0,0,0,0,0,0,0,0
White,14,14,5,4,Y,N,9,9,3,2,0,0,6,0,0,0,6,12,0,0,6,6
White,9,9,2,3,Y,N,6,6,1,2,8,0,0,0,0,8,0,8,0,0,8,0
Black,7,7,1,0,N,Y,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
White,17,17,3,5,Y,N,8,9,2,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,19,18,8,2,N,Y,12,11,5,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,14,15,3,2,N,Y,9,9,2,2,0,0,0,0,0,0,0,0,0,0,0,0
White,6,7,3,4,Y,N,4,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,16,17,4,4,N,Y,9,10,2,3,0,0,0,0,0,0,0,0,0,0,0,0
White,18,15,5,6,Y,N,11,9,3,3,0,0,0,0,0,0,0,0,0,0,0,0
White,17,17,7,3,Y,N,11,11,3,2,0,0,0,2,2,0,0,0,2,0,2,4
Black,13,13,4,4,N,Y,8,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Black,10,12,1,8,N,Y,7,9,1,5,0,0,0,0,0,0,0,0,0,0,0,0
White,12,11,10,5,Y,N,7,7,5,2,0,0,0,0,0,0,0,0,0,0,0,0
White,22,21,5,6,Y,N,13,12,4,5,0,0,6,5,0,0,5,10,5,5,8,0
White,15,16,7,3,Y,N,10,10,4,3,0,0,0,0,0,0,0,0,0,0,0,0
White,14,13,4,7,Y,N,8,8,3,4,0,0,0,6,0,6,6,6,6,0,0,0
Black,20,19,8,3,N,Y,11,11,3,3,0,0,0,0,0,0,0,0,0,0,0,0
White,15,15,8,2,Y,N,9,9,4,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,19,20,7,3,N,Y,11,12,3,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,19,21,4,3,N,Y,11,12,3,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,19,20,2,4,N,N,11,12,2,3,0,0,0,0,0,0,0,0,0,0,0,0
Black,13,12,2,3,N,Y,9,8,2,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,12,11,3,6,N,Y,6,6,2,3,0,0,0,0,0,0,0,0,0,0,0,0
Black,16,17,1,7,N,N,9,10,1,3,0,0,0,0,0,0,0,0,0,0,0,0
Black,6,9,0,1,N,Y,3,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
White,22,22,6,3,N,N,11,12,3,2,2,0,2,2,14,0,17,30,2,13,14,18
White,27,27,2,1,Y,N,16,16,2,1,0,0,8,3,8,5,8,34,16,34,18,25
Black,14,13,8,0,N,Y,9,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0
Black,24,22,6,2,N,Y,14,13,4,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,18,18,8,1,N,Y,11,10,4,1,0,0,0,0,0,0,0,0,0,0,0,0
White,9,9,7,1,Y,N,6,6,4,1,0,0,0,0,0,0,0,0,0,0,0,0
Black,17,17,1,5,N,Y,11,11,1,3,0,0,0,0,0,0,0,0,0,0,0,0
Black,16,19,0,7,N,N,10,11,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Black,17,17,5,5,N,N,11,9,3,2,0,0,0,0,0,0,0,0,0,0,0,0
White,11,10,3,0,Y,N,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Black,3,3,1,2,N,Y,3,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0
White,19,20,7,8,Y,N,11,12,4,4,0,0,9,0,0,0,0,18,0,0,9,0
White,18,18,7,3,N,N,11,11,4,3,0,0,0,0,0,0,0,0,0,0,0,0
Black,7,7,1,6,N,Y,5,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0
White,11,12,3,6,Y,N,8,9,3,3,0,0,0,0,0,0,0,0,0,0,0,0
Black,16,16,4,1,N,Y,9,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Black,24,24,11,2,N,Y,14,14,5,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,16,16,4,8,N,Y,10,10,3,4,0,0,0,0,0,0,0,0,0,0,0,0
Black,13,13,8,4,N,Y,8,7,3,1,0,0,0,0,0,0,0,0,0,0,0,0
Black,18,18,10,2,N,Y,11,10,4,1,0,0,12,12,12,12,12,0,0,12,12,12
White,21,19,7,6,Y,N,12,11,3,3,2,0,3,5,2,1,0,5,2,9,3,2
Black,21,24,2,5,N,Y,12,14,2,3,0,0,0,0,0,0,0,0,0,0,0,0
Black,11,11,3,3,N,Y,8,8,2,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,16,18,5,3,N,Y,9,10,4,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,23,24,5,6,N,Y,13,14,3,4,0,0,0,0,0,0,0,0,0,0,0,0
White,20,20,2,4,Y,N,12,12,1,2,0,0,1,1,5,0,2,5,4,1,5,3
White,25,24,1,5,Y,N,15,14,1,3,0,0,2,0,0,0,2,4,3,0,1,5
White,13,12,3,8,Y,N,8,8,3,4,0,0,0,0,0,0,0,0,0,0,0,0
White,10,10,5,4,Y,N,8,8,3,3,0,0,0,0,0,0,0,0,0,0,0,0
White,8,8,0,1,Y,N,6,6,0,1,0,0,0,0,0,0,0,3,0,0,3,0
Black,22,24,5,5,N,Y,13,14,3,3,0,0,0,0,0,0,0,0,0,0,0,0
White,10,9,1,5,Y,N,6,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0
Black,25,25,6,5,N,Y,15,15,5,4,0,0,0,0,0,0,0,0,0,0,0,0
White,26,26,6,6,Y,N,15,15,4,4,4,0,4,0,8,0,4,12,4,12,4,12
Black,12,13,4,8,N,Y,8,9,2,4,0,0,0,0,0,0,0,0,0,0,0,0
Black,13,14,3,4,N,Y,9,10,3,3,0,0,0,0,0,0,0,0,0,0,0,0
Black,17,18,2,7,N,Y,9,10,1,3,0,0,0,0,0,0,0,0,0,0,0,0
White,16,14,1,3,Y,N,11,10,1,2,1,0,0,0,1,6,2,5,0,2,6,1
Black,16,17,3,5,N,Y,10,11,2,4,0,0,0,0,0,0,0,0,0,0,0,0
Black,15,13,2,4,N,N,8,8,2,3,0,0,0,0,0,0,0,0,0,0,0,0
White,23,23,6,4,Y,N,13,13,2,2,1,0,6,6,3,5,1,10,3,4,7,7
White,8,8,1,2,Y,N,6,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0
White,23,23,3,6,Y,N,13,13,2,4,0,0,7,0,7,7,23,32,1,9,9,24
White,17,16,5,5,Y,N,11,11,3,3,0,0,0,0,0,0,0,5,0,5,5,15
Black,15,18,5,4,N,Y,8,11,3,1,0,0,0,0,0,0,0,0,0,0,0,0
White,21,17,5,3,Y,N,12,10,4,3,6,0,6,4,10,0,0,20,4,0,10,0
White,11,10,3,3,Y,N,7,7,1,2,0,0,0,0,0,8,0,8,0,0,8,0
White,12,12,6,3,Y,N,7,8,3,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,9,11,4,0,N,Y,7,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0
White,14,14,0,2,Y,N,7,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0
White,17,15,9,3,Y,N,10,9,5,2,0,0,0,0,0,0,0,0,0,1,1,1
Black,23,23,2,6,N,Y,13,13,1,2,0,0,0,0,0,0,0,0,0,0,0,0
White,15,15,0,4,N,N,8,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Black,19,20,6,5,N,Y,11,12,5,4,0,0,0,0,0,0,0,0,0,0,0,0
Black,11,12,3,4,N,Y,6,7,1,1,14,0,14,0,0,14,0,0,14,0,14,0
White,18,18,6,8,Y,N,10,10,2,3,0,0,2,0,1,0,0,5,5,0,6,0
White,16,16,6,1,Y,N,10,10,3,1,0,0,0,0,0,0,0,0,0,0,0,0
Black,16,17,2,4,N,Y,10,10,2,3,0,0,0,0,0,0,0,0,0,0,0,0
White,18,17,4,2,Y,N,10,9,1,2,0,0,1,0,0,0,0,1,0,1,1,0
Black,15,16,3,2,N,Y,10,10,3,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,10,10,3,5,N,Y,8,8,3,3,0,0,0,0,0,0,0,0,0,0,0,0
Black,26,27,4,2,N,Y,15,16,3,2,0,0,0,0,0,0,0,0,0,0,0,0
White,12,12,3,1,Y,N,7,7,2,1,0,0,5,0,0,0,0,10,0,0,5,0
Black,16,18,6,4,N,Y,10,11,2,3,0,0,0,0,0,0,0,0,0,0,0,0
Black,3,4,2,0,N,N,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
White,7,6,4,1,Y,N,6,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0
Black,13,10,0,0,N,N,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Black,7,7,4,3,N,Y,7,7,4,3,0,0,0,0,0,0,0,0,0,0,0,0
Black,12,12,4,2,N,Y,7,7,1,2,0,0,0,0,0,20,0,0,0,0,20,0
Black,17,18,6,5,N,Y,10,11,2,3,0,0,0,0,0,0,0,0,0,0,0,0
White,21,21,7,3,Y,N,12,12,3,2,1,0,6,5,4,5,0,14,0,9,5,10
Black,23,23,3,3,N,Y,13,13,2,2,0,0,0,0,0,0,0,0,0,0,0,0
White,20,21,7,7,Y,N,12,12,3,3,0,0,1,10,1,0,0,19,10,9,10,0
White,21,22,1,8,Y,N,12,13,1,4,0,0,8,5,0,5,3,14,6,6,8,3
Black,16,16,6,6,N,Y,9,9,2,3,0,0,0,0,0,0,0,0,0,0,0,0
Black,24,24,7,4,N,Y,14,14,4,3,0,0,0,0,0,0,0,0,0,0,0,0
White,22,20,6,7,Y,N,13,11,4,3,0,0,5,0,0,0,0,5,0,0,5,5
Black,10,12,2,2,N,Y,7,9,1,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,23,23,4,4,N,Y,13,13,3,3,0,0,0,0,0,0,0,0,0,0,0,0
Black,18,18,6,5,N,Y,11,11,4,3,0,0,0,0,0,0,0,0,0,0,0,0
White,18,16,5,2,Y,N,11,9,3,2,5,0,0,5,0,0,0,5,5,0,0,0
Black,14,17,6,1,N,Y,9,9,3,1,0,0,0,0,0,0,0,0,0,0,0,0
White,19,22,2,6,N,N,12,13,2,4,1,0,0,0,1,1,1,2,1,0,0,0
Black,19,20,2,7,N,Y,10,11,1,3,0,0,0,0,0,0,0,0,0,0,0,0
White,14,16,2,5,Y,N,9,10,2,4,0,0,0,0,0,0,0,0,0,0,0,0
Black,5,5,1,1,N,Y,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Black,9,12,2,4,N,Y,7,8,1,4,14,0,0,0,0,14,28,0,0,0,14,0
Black,16,18,5,2,N,Y,10,11,4,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,7,9,3,3,N,Y,5,7,1,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,4,4,2,2,N,Y,4,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,19,19,8,2,N,N,11,11,3,2,0,0,0,0,0,0,0,0,0,0,0,0
White,6,7,3,3,Y,N,5,6,2,3,0,0,0,0,0,0,0,0,0,0,0,0
White,10,10,3,4,Y,N,7,7,2,3,0,0,0,0,0,0,0,0,0,0,0,0
White,20,18,1,2,Y,N,12,10,1,1,1,0,6,5,0,5,0,11,6,0,3,3
Black,19,20,2,4,N,Y,11,11,2,3,0,0,0,0,0,0,0,0,0,0,0,0
Black,8,12,0,7,N,Y,5,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Black,25,25,10,4,N,Y,15,15,5,3,0,0,0,0,0,0,0,0,0,0,0,0
Black,22,23,5,7,N,Y,13,13,3,4,0,0,0,0,0,0,0,0,0,0,0,0
Black,13,13,0,6,N,Y,8,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Black,11,13,0,5,N,Y,7,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,11,13,3,2,N,Y,7,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0
White,10,9,0,2,Y,N,6,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Black,15,15,3,7,N,Y,10,10,2,5,0,0,0,0,0,0,0,0,0,0,0,0
Black,11,13,2,4,N,Y,8,10,1,3,0,0,0,0,0,14,14,0,0,0,14,14
Black,22,23,5,4,N,Y,13,13,3,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,14,15,5,4,N,Y,9,9,2,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,9,7,3,1,N,Y,6,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Black,17,17,9,6,N,Y,11,11,5,4,0,0,0,0,0,0,0,0,0,0,0,0
Black,23,24,4,2,N,Y,13,14,3,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,24,25,2,9,N,Y,14,14,1,5,0,0,0,0,0,0,0,0,0,0,0,0
Black,20,19,3,5,N,Y,11,11,2,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,22,24,3,5,N,Y,13,14,3,2,0,0,0,0,0,0,0,0,0,0,0,0
White,7,8,2,2,Y,N,5,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,13,13,5,5,N,Y,8,8,2,3,0,0,0,0,0,0,0,0,0,0,0,0
Black,19,20,4,11,N,Y,11,12,3,5,0,0,0,0,0,0,0,0,0,0,0,0
Black,4,4,2,1,N,Y,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0
White,10,8,0,3,Y,N,7,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Black,20,21,3,4,N,Y,12,12,3,3,0,0,0,0,0,0,0,0,0,0,0,0
Black,15,19,2,6,N,Y,9,11,2,3,0,0,0,0,0,0,0,0,0,0,0,0
White,21,18,3,3,Y,N,13,10,3,2,0,0,0,7,7,7,2,0,7,7,2,5
White,11,9,1,2,Y,N,6,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Black,15,15,2,6,N,Y,10,10,2,4,0,0,0,0,0,0,0,0,0,0,0,0
Black,19,19,4,3,N,Y,11,11,3,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,23,23,7,9,N,Y,13,13,4,5,0,0,0,0,0,0,0,0,0,0,0,0
Black,19,19,7,4,N,Y,10,10,4,2,0,0,0,0,0,0,0,0,0,0,0,0
White,18,18,5,3,Y,N,11,11,4,3,0,0,3,3,3,0,0,0,3,3,0,0
Black,19,21,10,5,N,Y,10,12,5,3,0,0,0,0,0,0,0,0,0,0,0,0
Black,14,16,1,3,N,Y,8,10,1,2,0,0,18,0,0,0,0,18,0,18,18,0
White,4,4,3,1,Y,N,3,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0
White,15,14,6,0,Y,N,9,8,2,0,0,0,0,0,0,0,0,5,0,0,5,5
White,7,7,1,2,Y,N,5,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0
White,10,9,2,2,Y,N,7,7,1,2,0,0,3,0,0,0,0,3,0,0,0,0
White,4,4,2,0,Y,N,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
White,9,9,2,4,Y,N,7,7,2,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,8,9,5,3,N,Y,4,6,3,2,0,0,0,0,0,0,0,0,0,0,0,0
White,24,24,4,6,Y,N,14,14,3,4,1,0,2,1,10,1,10,22,11,2,11,11
White,19,19,2,3,Y,N,11,11,1,2,8,0,0,7,0,0,0,30,15,8,7,0
White,12,11,3,1,Y,N,9,8,3,1,0,0,0,0,14,14,0,0,0,0,0,14
White,21,22,7,6,Y,N,12,13,3,4,0,0,5,5,0,0,5,10,5,5,5,0
White,16,19,8,6,Y,N,10,11,4,2,0,0,0,1,0,0,2,2,1,0,2,0
Black,11,11,3,1,N,Y,8,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Black,21,21,2,3,N,Y,12,12,2,3,0,0,0,0,0,0,0,0,0,0,0,0
Black,6,6,0,0,N,Y,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
White,19,19,3,6,N,N,11,11,2,3,2,0,2,2,2,0,0,28,14,11,12,0
White,6,5,5,0,Y,N,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Black,13,15,2,1,N,Y,8,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0
White,26,25,4,5,Y,N,15,15,3,3,0,0,0,0,0,0,2,4,2,0,2,2
White,18,17,4,6,N,N,10,10,3,4,4,0,4,4,0,4,6,10,6,0,6,10
White,25,24,8,4,Y,N,14,13,5,2,4,0,4,4,12,0,8,18,9,22,9,18
Black,12,13,0,6,N,Y,8,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Black,12,14,1,5,N,Y,8,9,1,3,0,0,0,0,0,0,0,0,0,0,0,0
Black,25,25,6,4,N,Y,14,14,4,3,0,0,0,0,0,0,0,0,0,0,0,0
White,20,21,2,4,Y,N,11,12,1,3,0,0,0,9,9,2,0,14,7,7,9,2
Black,21,23,3,2,N,Y,13,13,3,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,11,12,2,6,N,Y,7,7,1,3,0,0,0,0,0,0,0,0,0,0,0,0
Black,20,22,3,3,N,Y,12,13,3,3,0,0,0,0,0,0,0,0,0,0,0,0
White,21,21,3,9,Y,N,12,12,2,4,6,0,6,0,6,0,0,14,0,10,4,10
White,7,8,2,2,Y,N,5,7,2,2,0,0,0,0,0,8,0,0,0,0,0,0
White,19,19,4,9,Y,N,10,10,2,4,0,0,5,0,5,0,0,5,0,0,5,5
White,27,27,7,4,Y,N,16,16,5,3,3,0,3,3,11,0,3,21,5,15,9,18
White,7,7,3,2,Y,N,6,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Black,13,15,6,3,N,Y,8,9,3,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,9,10,3,3,N,Y,6,7,1,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,2,2,0,0,N,Y,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
White,17,17,1,4,Y,N,10,10,1,2,0,0,14,14,0,14,0,14,0,0,14,0
Black,25,25,2,6,N,Y,15,15,2,4,0,0,0,0,0,0,0,0,0,0,0,0
White,8,8,3,2,Y,N,6,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,12,13,2,7,N,Y,7,8,1,4,0,0,0,0,0,0,0,0,0,0,0,0
White,14,12,3,0,Y,N,9,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Black,16,18,3,3,N,Y,9,10,3,3,0,0,0,0,0,0,0,0,0,0,0,0
White,19,18,2,3,Y,N,11,10,2,2,0,0,0,0,0,10,0,0,0,10,10,0
White,21,21,1,5,Y,N,12,12,1,3,1,0,4,3,5,3,0,8,5,3,5,3
White,14,15,9,2,Y,N,8,9,5,2,0,0,0,8,0,0,0,8,0,0,8,0
White,18,17,3,4,Y,N,12,11,2,3,5,0,0,0,0,0,5,0,0,5,0,0
Black,18,18,1,5,N,Y,10,10,1,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,10,11,3,4,N,Y,7,8,3,3,0,0,0,0,0,0,0,0,0,0,0,0
Black,15,15,3,3,N,Y,9,9,2,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,16,17,4,2,N,Y,9,10,2,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,12,11,7,3,N,Y,8,6,5,2,0,0,0,0,0,0,0,0,0,0,0,0
White,17,14,3,1,Y,N,9,7,2,1,4,0,4,4,0,0,0,8,11,0,11,0
Black,17,18,0,6,N,N,9,11,0,3,0,0,0,0,0,0,0,0,0,0,0,0
White,13,13,6,3,Y,N,8,8,3,3,0,0,0,0,0,0,0,0,0,0,0,0
White,17,16,4,2,Y,N,9,9,3,2,0,0,2,0,0,0,0,4,0,0,2,0
Black,21,23,3,8,N,Y,11,13,2,4,0,0,0,0,0,0,0,0,0,0,0,0
Black,18,20,7,9,N,Y,10,11,3,3,0,0,0,0,0,0,0,0,0,0,0,0
Black,14,14,1,1,N,N,9,9,1,1,0,0,28,0,0,14,0,14,0,0,14,0
White,25,26,7,4,N,N,14,15,5,3,0,0,0,0,0,0,0,0,0,0,0,0
White,8,8,4,4,Y,N,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Black,22,22,4,2,N,Y,13,13,3,2,0,0,0,0,0,0,0,0,0,0,0,0
White,9,9,2,1,Y,N,5,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0
White,15,15,1,8,Y,N,9,10,1,6,0,0,0,13,0,13,13,0,13,13,0,0
Black,16,16,2,1,N,N,9,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Black,23,23,5,9,N,Y,14,14,4,5,0,0,0,0,0,0,0,0,0,0,0,0
White,8,8,1,1,Y,N,6,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Black,20,20,3,0,N,Y,12,11,2,0,0,0,0,0,4,0,0,8,4,0,4,0
Black,19,18,0,8,N,Y,10,10,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Black,22,22,6,4,N,Y,13,13,4,3,0,0,0,0,0,0,0,0,0,0,0,0
White,17,17,5,4,Y,N,11,11,3,3,6,0,6,0,6,0,6,6,0,0,0,6
Black,10,11,2,3,N,Y,7,8,2,3,0,0,0,0,0,14,0,0,0,0,14,14
Black,25,25,6,7,N,Y,15,14,4,4,0,0,0,0,0,0,0,0,0,0,0,0
White,20,19,9,3,Y,N,11,10,4,2,4,0,4,0,0,0,8,8,8,8,4,4
White,23,21,5,3,Y,N,14,12,4,2,0,0,2,2,0,0,2,6,0,0,3,2
White,21,22,3,4,Y,N,12,13,2,3,0,0,0,4,10,6,6,8,0,10,10,10
White,19,17,4,5,Y,N,11,10,3,2,0,0,0,0,0,4,0,14,7,0,3,0
White,12,11,2,6,Y,N,8,8,2,3,0,0,0,0,0,0,0,0,0,0,0,0
White,14,13,7,0,N,N,8,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Black,13,16,4,6,N,Y,10,11,2,4,0,0,0,0,0,0,0,0,0,0,0,0
White,17,17,2,8,Y,N,11,11,2,4,0,0,0,0,0,0,0,0,0,0,0,0
Black,15,14,4,7,N,Y,9,9,2,3,0,0,0,0,0,0,0,0,0,0,0,0
White,11,9,4,0,N,N,6,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0
White,11,11,5,3,Y,N,7,7,3,1,0,0,0,0,0,6,0,0,0,0,6,0
White,15,14,2,2,Y,N,9,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0
White,17,18,3,1,N,N,9,10,2,1,0,0,1,0,0,0,0,2,0,0,1,0
Black,21,21,1,9,N,Y,12,12,1,4,0,0,0,0,0,0,0,0,0,0,0,0
Black,9,10,5,0,N,Y,6,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Black,24,26,4,5,N,N,13,15,2,4,0,0,0,0,0,0,0,0,0,0,0,0
Black,6,7,3,3,N,Y,4,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0
Black,15,17,4,3,N,Y,8,10,1,3,0,0,0,0,0,0,0,0,0,0,0,0
White,19,17,5,3,Y,N,11,10,4,3,3,0,0,4,3,3,0,20,6,0,7,0
Black,10,13,3,2,N,Y,7,8,3,2,0,0,0,0,0,0,0,8,0,0,8,8
Black,17,16,2,5,N,N,9,10,2,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,22,21,4,5,N,Y,12,12,2,3,0,0,0,0,0,0,0,0,0,0,0,0
White,4,3,2,1,Y,N,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Black,14,14,0,6,N,Y,7,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0
White,21,21,4,5,Y,N,12,12,2,4,2,0,0,2,7,0,20,38,20,7,7,13
White,9,9,6,1,Y,N,7,7,4,1,0,0,0,0,0,0,0,0,0,0,0,0
Black,17,18,8,7,N,Y,10,11,3,3,0,0,0,0,0,0,0,0,0,0,0,0
White,22,20,4,0,Y,N,13,11,3,0,6,0,6,6,6,0,6,6,0,0,0,6
Black,15,18,4,4,N,Y,7,9,1,2,0,0,0,0,0,0,0,0,0,0,0,0
White,13,11,2,5,Y,N,8,7,2,2,12,0,0,12,0,0,0,0,12,0,12,12
White,20,20,4,10,Y,N,11,11,2,5,4,0,4,8,4,0,0,12,8,8,4,4
Black,18,18,2,6,N,Y,11,11,2,3,0,0,0,0,0,0,0,0,0,0,0,0
Black,16,17,4,6,N,Y,10,10,3,3,0,0,0,0,0,0,0,0,0,0,0,0
White,9,7,8,4,Y,N,6,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0
White,14,15,4,4,Y,N,7,9,1,1,0,0,0,0,0,0,0,14,14,0,14,3
Black,26,26,6,5,N,Y,15,15,4,4,0,0,0,0,0,0,0,0,0,0,0,0
White,17,16,1,8,Y,N,9,10,1,3,0,0,5,5,5,5,0,5,2,7,7,0
White,9,7,4,1,Y,N,6,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0
Black,14,14,3,3,N,N,8,8,1,2,0,0,1,1,0,0,0,0,0,0,1,0
Black,21,21,8,1,N,Y,12,12,4,1,0,0,0,0,0,0,0,0,0,0,0,0
Black,20,21,6,9,N,Y,11,12,2,4,0,0,0,0,0,0,0,0,0,0,0,0
Black,14,14,2,5,N,Y,10,10,2,4,16,0,0,16,0,0,16,0,0,0,16,16
Black,21,21,9,2,N,Y,13,13,5,2,0,0,0,0,0,0,0,0,0,0,0,0
