Winner,White_Weighted_Value,Black_Weighted_Value,White_Centre_Weighted_Value,Black_Centre_Weighted_Value,White_King_Safety,Black_King_Safety,White_Piece_Count,Black_Piece_Count,White_Center_Piece_Count,Black_Center_Piece_Count,White_Opponent_Moves,Black_Opponent_Moves,White_Rook_Positions,White_Queen_Positions,White_Knight_Positions,White_King_Positions,White_Bishop_Positions,Black_Rook_Positions,Black_Queen_Positions,Black_Knight_Positions,Black_King_Positions,Black_Bishop_Positions
White,14,14,4,2,Y,N,9,8,4,2,0,0,0,0,0,0,0,0,0,0,0,0
White,19,17,2,3,Y,N,12,11,1,2,0,0,7,0,7,10,3,23,0,12,12,5
White,11,10,2,3,Y,N,8,7,1,2,0,0,0,0,6,0,0,0,0,0,6,12
White,25,25,2,3,Y,N,15,15,2,3,3,0,3,3,7,0,3,13,8,12,5,8
Black,18,18,2,9,N,N,11,10,2,5,0,0,0,0,0,0,0,0,0,0,0,0
Black,14,15,6,3,N,Y,8,9,3,2,0,0,0,0,0,0,0,0,0,0,0,0
White,24,23,9,8,Y,N,14,13,5,4,0,0,4,2,0,2,4,2,2,2,4,6
White,11,10,2,2,Y,N,8,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Black,18,19,5,7,N,Y,10,10,3,3,0,0,0,0,0,0,0,0,0,0,0,0
White,19,20,6,6,Y,N,12,13,4,4,0,0,2,0,1,0,6,11,0,6,6,5
Black,18,19,8,4,N,Y,11,12,5,3,0,0,0,0,0,0,0,0,0,0,0,0
White,16,15,1,4,Y,N,10,9,1,2,0,0,0,0,0,0,0,0,0,0,0,0
White,13,12,9,3,Y,N,8,7,4,1,0,0,0,0,0,0,0,0,0,0,0,0
White,6,7,4,2,Y,N,3,4,2,1,0,0,3,0,0,0,0,0,0,3,0,0
Black,14,17,7,5,N,Y,8,9,3,3,0,0,0,0,0,0,0,0,0,0,0,0
White,21,21,1,9,Y,N,12,12,1,4,0,0,9,0,0,2,7,14,5,2,7,7
Black,16,18,6,8,N,Y,9,9,4,4,0,0,0,0,0,0,0,0,0,0,0,0
White,20,20,7,7,Y,N,11,11,3,4,1,0,1,2,2,2,4,4,6,7,5,12
Black,20,20,5,5,N,Y,12,11,2,3,0,0,0,0,0,0,0,0,0,0,0,0
White,13,10,7,6,Y,N,8,6,4,2,0,0,0,0,3,3,0,0,0,3,3,0
White,16,15,5,2,Y,N,9,8,3,1,0,0,0,0,0,0,0,0,0,0,0,0
Black,26,25,4,6,N,Y,15,14,3,3,0,0,0,0,0,0,0,0,0,0,0,0
Black,16,16,6,8,N,Y,9,9,3,3,0,0,0,0,0,0,0,0,0,0,0,0
White,19,18,7,4,Y,N,11,10,4,3,0,0,0,0,0,0,0,0,0,0,0,0
Black,5,7,0,6,N,Y,3,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0
White,13,12,3,2,Y,N,8,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Black,22,22,8,4,N,Y,13,13,4,3,0,0,0,0,0,0,0,0,0,0,0,0
Black,15,15,7,4,N,Y,9,9,4,3,14,0,0,14,0,0,14,0,0,0,0,14
Black,13,12,5,2,N,Y,9,7,3,1,0,0,0,0,0,0,0,0,0,0,0,0
White,22,22,1,7,Y,N,12,12,1,3,0,0,12,4,16,16,2,36,4,2,6,8
Black,26,26,5,2,N,Y,15,15,3,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,17,21,6,1,N,Y,9,12,3,1,0,0,0,0,0,0,0,0,0,0,0,0
Black,10,11,6,0,N,Y,6,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Black,15,15,4,1,N,Y,9,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0
White,22,22,8,6,Y,N,13,13,4,4,0,0,0,7,14,0,0,14,7,7,7,0
White,18,18,4,6,Y,N,10,11,2,4,4,0,4,4,0,0,4,18,0,0,7,0
White,19,16,9,1,Y,N,11,8,5,1,0,0,0,0,0,0,0,0,0,0,0,0
Black,20,22,2,7,N,Y,11,12,1,3,0,0,0,0,0,0,0,0,0,0,0,0
Black,11,14,4,0,N,N,6,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Black,21,21,3,5,N,Y,12,12,2,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,13,16,7,8,N,Y,7,8,3,4,0,0,0,0,0,0,0,0,0,0,0,0
White,12,11,2,0,Y,N,8,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Black,24,24,9,5,N,Y,14,14,4,3,0,0,0,0,0,0,0,0,0,0,0,0
White,20,20,1,3,Y,N,11,11,1,3,0,0,0,0,4,4,0,16,12,0,12,16
White,23,24,2,5,Y,N,14,14,2,3,0,0,0,2,2,2,0,6,5,5,5,10
Black,14,14,5,7,N,Y,9,8,3,3,0,0,0,0,0,0,0,0,0,0,0,0
Black,19,20,2,9,N,Y,11,12,1,4,0,0,0,0,0,0,0,0,0,0,0,0
Black,23,24,5,1,N,N,13,14,3,1,0,0,0,0,0,0,0,0,0,0,0,0
Black,7,9,0,3,N,Y,5,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0
White,21,22,2,6,Y,N,12,13,1,4,0,0,4,6,2,0,4,8,0,4,2,4
White,20,19,5,4,Y,N,12,11,2,3,0,0,0,10,0,5,0,15,0,10,10,0
Black,13,15,2,2,N,Y,8,8,2,2,12,0,0,0,0,12,0,0,0,0,12,0
Black,9,9,6,6,N,Y,6,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0
White,23,22,12,3,Y,N,13,12,6,2,4,0,4,4,4,0,0,14,9,9,5,10
White,19,19,2,4,Y,N,11,10,1,2,0,0,0,7,0,0,0,22,4,0,4,7
White,17,19,3,3,Y,N,10,12,2,2,0,0,0,0,0,0,0,0,0,0,0,0
White,9,9,1,2,Y,N,5,7,1,2,2,0,7,0,0,0,0,12,0,0,7,0
Black,12,11,4,6,N,Y,8,8,3,3,0,0,0,0,0,0,0,0,0,0,0,0
Black,21,21,3,5,N,Y,12,12,2,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,15,17,1,8,N,N,9,11,1,4,0,0,0,0,0,0,0,0,0,0,0,0
White,18,17,2,1,Y,N,11,9,1,1,0,0,0,5,0,0,5,10,5,0,5,5
White,13,13,8,6,Y,N,9,9,4,3,0,0,0,0,0,0,0,0,0,0,0,0
Black,14,15,2,5,N,Y,8,9,1,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,14,16,5,1,N,Y,7,10,3,1,0,0,0,0,0,0,0,0,0,0,0,0
White,22,21,4,2,Y,N,13,12,3,2,0,0,0,5,0,0,5,13,9,4,9,5
Black,19,19,3,3,N,Y,10,10,2,2,0,0,0,0,0,0,0,0,0,0,0,0
White,25,25,3,9,Y,N,14,14,3,5,0,0,7,0,17,7,24,19,1,19,6,19
Black,15,15,4,1,N,Y,9,9,3,1,0,0,0,0,0,0,0,0,0,0,0,0
Black,20,20,4,2,N,Y,12,12,3,2,0,0,0,0,0,0,0,0,0,0,0,0
White,19,18,5,6,Y,N,11,10,3,2,5,0,0,5,5,0,5,10,5,0,5,0
White,19,19,6,6,Y,N,11,11,5,3,0,0,0,3,0,0,0,6,3,0,3,0
White,21,20,6,3,Y,N,12,11,3,2,0,0,0,0,0,0,0,0,0,0,0,0
White,17,16,6,3,Y,N,9,8,2,1,0,0,4,0,0,4,0,10,10,0,14,0
White,10,8,2,2,Y,N,7,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0
White,21,21,4,5,Y,N,12,13,3,4,0,0,6,6,0,6,6,3,3,9,9,9
Black,18,19,3,7,N,Y,10,11,2,3,0,0,0,0,0,0,0,0,0,0,0,0
Black,20,23,6,8,N,Y,11,13,2,3,0,0,0,0,0,0,0,0,0,0,0,0
Black,21,20,7,2,N,Y,12,11,4,1,0,0,0,0,0,0,0,0,0,0,0,0
Black,15,15,7,6,N,Y,8,8,2,4,0,0,0,0,0,0,0,0,0,0,0,0
Black,20,20,10,3,N,Y,12,12,5,3,0,0,0,0,0,0,0,0,0,0,0,0
Black,24,24,11,2,N,Y,13,13,5,1,0,0,0,0,0,0,0,0,0,0,0,0
White,16,15,6,6,Y,N,9,9,3,3,0,0,3,3,0,0,0,0,0,0,3,0
White,14,14,0,5,Y,N,7,7,0,2,8,0,8,0,0,0,0,8,8,0,0,0
White,12,12,1,3,N,N,5,8,1,2,0,0,4,0,0,0,0,0,4,0,4,4
Black,20,22,3,2,N,N,11,12,2,2,0,0,0,0,0,0,0,0,0,0,0,0
White,17,17,3,3,Y,N,11,11,2,2,0,0,10,0,0,10,0,24,0,7,17,0
White,17,14,5,6,Y,N,9,8,3,3,0,0,0,0,0,0,0,0,0,0,0,0
White,3,3,1,1,Y,N,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0
White,24,24,6,6,Y,N,14,14,4,4,1,0,6,6,6,5,0,12,4,7,8,9
Black,22,22,2,3,N,Y,13,13,2,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,16,16,5,2,N,Y,9,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0
White,18,18,3,7,Y,N,10,10,2,3,0,0,0,7,0,0,5,24,7,0,12,7
Black,16,17,6,2,N,Y,9,10,3,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,15,17,5,3,N,Y,11,12,4,3,0,0,0,0,0,0,0,0,0,0,0,0
White,11,9,7,0,Y,N,8,6,4,0,0,0,0,0,5,0,0,0,0,5,0,0
Black,12,12,3,2,N,Y,8,7,3,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,17,19,2,7,N,Y,9,11,1,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,17,17,1,6,N,Y,10,9,1,3,0,0,0,0,0,0,0,0,0,0,0,0
Black,22,21,2,7,N,Y,13,13,2,4,0,0,0,0,0,0,0,0,0,0,0,0
White,10,9,3,6,Y,N,6,6,1,3,0,0,9,0,0,0,0,9,0,9,9,0
White,15,14,4,4,Y,N,9,8,3,2,0,0,0,0,12,0,12,24,0,12,12,0
Black,5,6,3,1,N,Y,4,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Black,11,13,2,4,N,N,6,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0
White,8,8,1,2,Y,N,6,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,24,24,7,4,N,Y,14,14,4,3,0,0,0,0,0,0,0,0,0,0,0,0
White,11,13,2,2,Y,N,7,10,1,2,0,0,0,0,0,0,0,0,0,0,0,0
White,16,16,0,8,Y,N,9,9,0,3,0,0,12,0,0,0,0,12,0,0,12,0
Black,26,26,2,0,N,Y,15,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0
White,13,14,6,4,Y,N,8,9,3,3,0,0,0,0,0,0,0,12,0,6,6,0
White,21,23,2,4,N,N,12,13,2,3,2,0,0,2,7,2,8,32,10,23,15,8
Black,23,22,6,3,N,N,14,12,5,3,0,0,0,0,0,0,0,0,0,0,0,0
Black,19,19,2,2,N,Y,11,11,2,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,12,13,4,1,N,Y,7,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Black,15,16,5,1,N,Y,9,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Black,23,25,4,3,N,Y,12,14,2,2,0,0,0,0,0,0,0,0,0,0,0,0
White,21,21,10,3,Y,N,12,12,5,2,0,0,0,3,7,0,10,20,3,0,3,3
Black,11,12,4,1,N,Y,8,9,2,1,0,0,11,0,0,0,11,0,0,0,11,0
White,13,12,2,2,N,N,8,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Black,24,24,8,5,N,N,14,13,4,3,0,0,0,0,0,0,0,0,0,0,0,0
White,20,18,2,6,Y,N,12,10,2,2,4,0,4,0,0,0,4,8,8,0,4,8
White,15,12,4,5,Y,N,10,8,3,2,0,0,0,0,0,0,0,0,0,0,0,0
White,19,21,5,3,N,N,10,12,3,2,0,0,0,0,0,0,0,16,8,0,3,8
Black,22,23,3,6,N,Y,13,14,2,5,0,0,0,0,0,0,0,0,0,0,0,0
White,19,19,5,6,Y,N,11,11,2,3,1,0,5,9,0,5,0,19,1,0,9,9
White,21,21,1,5,Y,N,12,12,1,3,2,0,2,2,0,0,7,44,24,44,6,0
White,25,25,5,6,Y,N,14,14,3,4,0,0,7,0,22,7,9,25,6,19,16,9
Black,11,13,1,2,N,Y,6,8,1,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,11,11,2,6,N,Y,8,8,2,3,0,0,0,0,0,0,0,0,0,0,0,0
White,21,19,9,6,Y,N,11,10,4,2,4,0,4,8,0,0,0,8,4,4,8,4
White,17,15,2,5,N,N,10,9,2,2,0,0,0,6,0,0,0,0,9,9,6,0
White,21,19,9,3,Y,N,12,11,4,3,0,0,0,8,0,0,8,16,0,8,8,0
Black,24,24,9,7,N,Y,14,14,4,5,0,0,0,0,0,0,0,0,0,0,0,0
White,18,16,4,2,Y,N,11,9,4,2,1,0,0,1,1,0,1,1,2,0,1,3
Black,21,21,3,3,N,Y,12,12,2,2,0,0,0,0,0,0,0,0,0,0,0,0
White,16,15,4,5,Y,N,10,9,3,4,0,0,0,0,6,6,0,0,6,0,6,0
White,8,8,3,1,Y,N,7,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Black,10,10,2,1,N,Y,7,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Black,8,8,1,3,N,Y,7,7,1,3,0,0,0,0,0,0,3,0,0,0,0,0
White,26,26,5,7,Y,N,15,15,4,5,5,0,5,5,11,5,17,21,2,15,8,10
White,18,18,6,9,Y,N,10,10,2,3,0,0,5,0,0,0,5,10,0,0,5,5
White,16,15,3,4,Y,N,10,9,1,3,0,0,0,0,0,0,0,0,0,0,0,0
Black,17,17,8,2,N,Y,11,11,4,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,18,20,6,6,N,Y,11,12,3,3,0,0,0,0,0,0,0,0,0,0,0,0
Black,10,11,1,0,N,Y,7,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0
White,10,9,2,3,Y,N,7,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0
White,22,23,6,5,Y,N,12,14,2,4,2,0,5,6,2,0,3,13,0,2,4,4
Black,14,17,8,4,N,N,8,9,4,1,0,0,0,0,0,0,0,0,0,0,0,0
Black,17,17,1,2,N,Y,11,11,1,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,19,22,5,3,N,Y,10,13,2,2,0,0,0,0,0,0,0,0,0,0,0,0
White,26,25,3,12,Y,N,15,14,2,6,0,0,0,3,0,3,7,8,4,11,7,10
Black,24,23,8,2,N,N,14,13,5,2,0,0,0,0,0,0,0,0,0,0,0,0
White,15,15,3,3,Y,N,10,10,2,2,0,0,5,0,0,0,0,10,0,0,5,5
Black,13,13,6,2,N,Y,9,9,4,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,21,22,3,4,N,Y,12,13,2,3,0,0,0,0,0,0,0,0,0,0,0,0
Black,26,26,4,2,N,N,15,15,2,1,0,0,0,0,0,0,0,0,0,0,0,0
White,9,8,4,2,Y,N,6,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0
White,13,12,9,4,Y,N,8,8,4,1,0,0,4,0,0,0,4,0,0,0,0,0
White,4,4,1,1,Y,N,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0
White,6,6,1,2,Y,N,4,4,1,1,0,0,0,0,0,0,0,0,0,0,14,0
Black,8,8,3,2,N,Y,7,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0
White,22,22,9,3,Y,N,13,13,5,3,0,0,0,3,0,0,7,20,3,3,3,10
Black,22,23,9,6,N,Y,13,13,5,3,0,0,0,0,0,0,0,0,0,0,0,0
Black,23,24,3,7,N,Y,13,14,3,5,0,0,0,0,0,0,0,0,0,0,0,0
Black,11,12,5,1,N,Y,7,8,3,1,0,0,0,0,0,0,0,0,0,0,0,0
White,16,15,5,1,Y,N,10,9,4,1,6,0,6,0,0,0,6,6,0,0,0,6
White,16,15,7,8,Y,N,10,9,3,4,0,0,0,0,0,0,0,0,0,0,0,0
White,9,9,3,2,Y,N,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Black,18,19,5,4,N,Y,10,11,2,3,0,0,0,0,0,0,0,0,0,0,0,0
Black,20,20,7,9,N,Y,11,11,4,5,0,0,0,0,0,0,0,0,0,0,0,0
Black,6,6,2,2,N,Y,4,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,18,19,4,2,N,Y,10,11,3,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,18,18,9,7,N,Y,10,10,4,4,0,0,0,0,0,0,0,0,0,0,0,0
White,14,13,2,2,Y,N,8,7,2,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,20,21,11,6,N,Y,11,12,5,4,0,0,0,0,0,0,0,0,0,0,0,0
Black,24,24,5,2,N,Y,14,14,2,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,10,9,0,5,N,Y,7,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0
White,15,16,5,4,Y,N,8,9,2,2,0,0,10,0,0,10,0,30,10,0,15,0
White,10,10,6,3,Y,N,7,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0
White,18,19,2,4,N,N,11,11,1,3,1,0,1,0,0,1,2,0,0,2,0,1
White,15,14,4,7,Y,N,10,9,3,3,4,0,4,0,4,4,0,0,5,4,9,5
White,15,11,4,1,Y,N,9,7,3,1,0,0,0,0,0,0,0,0,0,0,0,0
Black,20,19,7,5,N,Y,11,10,3,2,0,0,0,0,0,0,0,0,0,0,0,0
White,20,17,3,2,Y,N,11,10,2,1,3,0,0,3,13,0,10,10,13,10,10,13
Black,14,15,6,3,N,Y,8,9,3,2,0,0,0,15,0,15,0,0,0,15,15,0
White,22,23,7,8,Y,N,12,13,3,3,0,0,5,10,0,8,6,22,12,3,12,22
Black,16,16,2,6,N,Y,10,10,2,4,0,0,0,0,0,0,0,0,0,0,0,0
Black,20,22,9,4,N,Y,11,13,4,3,0,0,0,0,0,0,0,0,0,0,0,0
Black,9,9,4,5,N,Y,8,8,3,4,0,0,0,0,0,0,0,0,0,0,0,0
White,18,17,7,2,Y,N,10,9,3,1,0,0,0,12,0,0,2,24,2,0,12,0
Black,16,16,2,5,N,Y,10,10,2,2,0,0,0,0,0,14,0,0,14,0,14,0
White,13,14,3,5,Y,N,8,8,2,3,0,0,10,0,0,10,0,20,0,10,10,0
Black,23,23,5,5,N,Y,13,13,3,3,0,0,0,0,0,0,0,0,0,0,0,0
White,12,13,4,5,Y,N,8,9,2,3,0,0,0,0,0,0,0,0,0,0,0,0
Black,13,15,3,4,N,N,7,9,2,3,0,0,0,0,0,0,0,0,0,0,0,0
Black,23,23,4,9,N,Y,13,13,3,4,0,0,0,0,0,0,0,0,0,0,0,0
Black,13,13,1,1,N,Y,8,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Black,14,16,4,8,N,Y,7,9,1,3,0,0,0,0,0,0,0,0,0,0,0,0
White,13,16,1,6,Y,N,8,9,1,3,0,0,0,0,0,7,0,0,0,0,7,0
White,13,13,5,4,Y,N,9,9,3,3,0,0,0,0,0,0,0,0,0,0,0,0
Black,16,14,2,2,N,Y,9,8,2,2,0,0,0,0,12,0,0,12,0,12,12,0
White,16,14,0,8,Y,N,9,9,0,4,0,0,6,7,0,6,6,0,6,0,6,0
Black,9,11,2,5,N,Y,7,9,2,3,0,0,0,0,0,0,0,0,0,0,0,0
White,14,14,4,3,Y,N,9,9,4,3,0,0,0,12,0,0,0,0,12,0,12,0
Black,23,24,2,4,N,Y,13,14,2,3,0,0,0,0,0,0,0,0,0,0,0,0
Black,16,17,4,6,N,Y,10,10,2,4,0,0,0,0,0,0,0,0,0,0,0,0
White,24,24,8,2,Y,N,14,14,3,1,3,0,3,7,3,0,0,11,7,3,4,11
Black,13,14,9,1,N,Y,9,7,5,1,0,0,0,0,0,0,0,0,0,0,0,0
Black,24,24,1,0,N,Y,14,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0
White,21,20,3,6,Y,N,12,11,2,3,0,0,0,2,2,2,3,36,16,3,1,16
Black,15,17,2,9,N,N,10,11,2,5,0,0,0,0,0,0,0,0,0,0,0,0
Black,17,17,6,2,N,Y,10,10,3,2,0,0,0,0,0,0,0,0,0,0,0,0
White,27,27,6,3,Y,N,16,16,4,2,2,0,2,2,6,0,3,16,7,12,7,8
Black,21,21,8,2,N,Y,12,12,5,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,20,21,8,2,N,Y,11,12,3,1,0,0,0,0,0,0,0,0,0,0,0,0
White,5,5,2,3,Y,N,4,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0
Black,11,12,5,2,N,Y,8,9,4,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,22,22,3,2,N,Y,13,13,2,2,0,0,0,0,0,0,0,0,0,0,0,0
White,12,13,9,4,Y,N,8,10,5,3,0,0,0,0,0,0,0,0,0,0,0,0
Black,21,21,6,2,N,Y,12,12,4,1,0,0,0,0,0,0,0,0,0,0,0,0
White,16,13,1,7,Y,N,10,7,1,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,15,16,2,5,N,N,9,10,2,2,0,0,0,0,0,0,0,0,0,0,0,0
White,22,22,5,4,Y,N,13,13,4,3,3,0,3,5,0,0,3,13,5,5,8,0
White,13,13,2,4,Y,N,7,7,1,1,0,0,0,1,0,0,0,1,1,0,1,0
White,8,5,4,0,Y,N,6,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0
White,14,9,6,1,Y,N,9,5,3,1,0,0,4,0,0,0,8,16,0,0,6,0
Black,18,20,1,1,N,Y,10,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Black,9,9,4,3,N,Y,8,8,4,3,0,0,0,0,0,0,0,0,0,0,0,0
White,14,13,1,8,Y,N,8,7,1,4,0,0,2,0,0,0,0,4,0,2,2,2
Black,19,16,6,1,N,N,10,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0
White,17,16,2,1,N,N,10,9,2,1,0,0,0,0,1,0,1,1,0,0,1,1
Black,19,20,7,1,N,Y,11,11,3,1,0,0,0,0,0,0,0,0,0,0,0,0
White,24,25,5,4,Y,N,14,14,4,3,5,0,5,5,16,0,15,32,1,20,16,27
Black,14,15,7,2,N,Y,8,9,3,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,9,9,6,2,N,Y,6,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0
White,20,21,1,4,Y,N,11,12,1,3,0,0,0,0,0,1,2,2,0,1,1,1
Black,20,21,1,12,N,Y,11,12,1,6,0,0,0,0,0,0,0,0,0,0,0,0
Black,7,8,0,4,N,Y,5,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0
White,21,21,6,3,Y,N,12,12,3,2,0,0,0,10,0,10,10,6,13,3,13,13
Black,12,12,6,0,N,Y,7,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Black,24,24,7,2,N,Y,13,14,3,2,0,0,0,0,0,0,0,0,0,0,0,0
White,18,19,2,1,N,N,10,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0
White,23,23,4,2,Y,N,13,13,3,2,0,0,0,0,5,0,0,10,5,5,5,10
Black,14,15,6,4,N,Y,8,9,3,3,0,0,0,0,0,0,0,0,0,0,0,0
Black,9,7,4,1,N,Y,6,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Black,23,24,3,5,N,Y,13,14,2,4,0,0,0,0,0,0,0,0,0,0,0,0
White,5,5,0,0,N,N,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Black,14,15,4,3,N,Y,8,9,1,2,0,0,0,0,0,0,0,0,0,0,0,0
White,10,9,3,4,Y,N,7,7,2,2,0,0,0,0,0,9,0,9,0,0,9,0
Black,18,16,5,6,N,Y,10,10,3,3,0,0,0,0,0,0,0,0,0,0,0,0
White,23,24,2,2,N,N,13,14,2,2,3,0,3,3,10,3,3,20,0,7,10,20
White,22,22,1,3,Y,N,13,13,1,3,0,0,0,2,13,2,0,26,7,9,14,14
White,15,15,2,4,Y,N,10,10,1,3,0,0,0,0,7,0,0,17,0,0,12,7
White,11,10,3,8,Y,N,8,7,3,5,0,0,0,0,0,0,0,11,0,11,11,0
Black,20,22,5,5,N,Y,12,12,4,2,0,0,0,0,0,0,0,0,0,0,0,0
White,9,11,1,4,N,N,6,8,1,3,0,0,0,0,0,0,0,0,0,0,18,0
Black,14,14,6,1,N,Y,10,9,4,1,0,0,0,0,0,0,0,0,0,0,0,0
White,27,27,6,4,Y,N,16,16,4,3,1,0,6,1,14,5,1,22,9,17,13,13
White,16,16,8,4,Y,N,9,9,4,3,0,0,0,3,0,3,0,3,3,3,3,0
Black,15,14,6,6,N,Y,10,9,3,3,0,0,0,0,0,0,0,0,0,0,0,0
Black,20,20,6,0,N,Y,11,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0
White,17,19,2,7,Y,N,9,10,2,4,0,0,0,4,0,0,0,13,0,0,9,14
White,9,10,4,0,Y,N,4,6,1,0,0,0,3,3,0,0,0,0,0,0,3,3
White,26,26,1,6,Y,N,15,15,1,4,0,0,3,3,3,0,6,15,9,15,6,9
Black,21,21,8,13,N,Y,12,12,5,6,0,0,0,0,0,0,0,0,0,0,0,0
Black,17,15,1,6,N,Y,10,9,1,2,0,0,0,0,0,0,0,0,0,0,0,0
White,19,17,7,1,Y,N,11,10,4,1,0,0,11,0,0,11,0,11,0,11,11,11
Black,16,18,0,5,N,Y,9,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,20,22,5,2,N,Y,11,13,2,2,0,0,0,0,0,0,0,0,0,0,0,0
White,12,12,6,4,Y,N,7,7,3,1,0,0,0,2,0,0,0,0,2,0,2,0
Black,20,22,4,3,N,Y,12,14,2,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,17,18,4,1,N,Y,11,12,3,1,0,0,0,0,0,0,0,0,0,0,0,0
White,19,18,2,7,Y,N,12,11,2,3,5,0,0,0,0,0,5,0,0,5,5,0
White,18,17,1,3,Y,N,10,9,1,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,20,21,3,6,N,Y,12,12,2,4,0,0,0,0,0,0,0,0,0,0,0,0
Black,19,20,2,8,N,N,11,12,2,5,0,0,0,0,0,0,0,0,0,0,0,0
Black,16,17,6,3,N,Y,10,9,3,2,0,0,0,0,0,0,0,0,0,0,0,0
Black,17,17,2,2,N,Y,11,10,2,2,0,0,0,0,0,0,0,0,0,0,0,0
White,16,14,3,2,Y,N,9,8,2,1,0,0,0,0,0,0,0,18,0,0,9,18
Black,15,15,5,3,N,Y,10,10,4,3,0,0,0,0,16,16,0,0,0,0,16,32
White,26,27,0,1,Y,N,15,16,0,1,0,0,2,2,2,0,2,8,5,8,3,8
Black,27,27,6,4,N,Y,16,16,5,3,0,0,0,0,0,0,0,0,0,0,0,0
White,21,20,2,5,Y,N,13,13,2,4,4,0,4,4,9,0,0,9,8,0,5,18
White,7,6,0,4,Y,N,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0
White,16,16,6,3,Y,N,8,8,3,1,0,0,12,12,0,12,0,24,0,0,12,0
White,23,22,4,6,Y,N,13,12,3,2,3,0,3,0,0,0,7,9,5,6,3,8
Black,16,22,2,3,N,Y,9,12,1,2,0,0,0,0,0,0,0,0,0,0,0,0
White,13,13,1,0,Y,N,8,8,1,0,5,0,0,5,0,0,0,0,5,0,5,0
Black,12,12,6,7,N,Y,8,8,3,3,0,0,0,0,0,0,0,0,0,0,0,0
Black,15,12,7,4,N,Y,9,9,3,3,0,0,0,0,0,0,0,0,0,0,0,0
White,20,20,3,5,Y,N,11,11,2,2,0,0,8,0,0,8,12,15,11,0,7,12
